image,GT,PSNR,SSIM,MAE,LPIPS,NIQE
enhanced_low00690.png,normal00690.png,27.183564644459505,0.875666618347168,0.03356330469250679,0.18034431338310242,5.81532729195004
enhanced_low00691.png,normal00691.png,26.033583245015585,0.8543481826782227,0.037764739245176315,0.18173006176948547,5.835132846985405
enhanced_low00692.png,normal00692.png,22.99847911265273,0.8630021214485168,0.05577357858419418,0.20753449201583862,4.6388365587010005
enhanced_low00693.png,normal00693.png,22.523614211854696,0.8684649467468262,0.05934244766831398,0.18688669800758362,4.57936399665792
enhanced_low00694.png,normal00694.png,24.059652969008624,0.8600499033927917,0.04880958050489426,0.2344951331615448,4.9442409327938215
enhanced_low00695.png,normal00695.png,23.87499388763708,0.8589968681335449,0.050163108855485916,0.2334301471710205,4.953075806755583
enhanced_low00696.png,normal00696.png,22.899400161296096,0.8521780967712402,0.05447142571210861,0.2650732398033142,4.841941274771485
enhanced_low00697.png,normal00697.png,22.334327715601603,0.8469330668449402,0.058765046298503876,0.26679009199142456,4.799727977459962
enhanced_low00698.png,normal00698.png,19.24421595780687,0.8833842277526855,0.09958203881978989,0.19246582686901093,4.97909873140728
enhanced_low00699.png,normal00699.png,18.27077750286903,0.8558605313301086,0.11333746463060379,0.20231780409812927,4.931500144191138
enhanced_low00700.png,normal00700.png,20.499122971796343,0.8281219005584717,0.08002877980470657,0.15368032455444336,4.671091228841662
enhanced_low00701.png,normal00701.png,20.68861327672259,0.8385494351387024,0.07798147946596146,0.14864154160022736,4.892827430959359
enhanced_low00702.png,normal00702.png,23.60653320910769,0.8799505233764648,0.0534835122525692,0.23978805541992188,4.6197616152992955
enhanced_low00703.png,normal00703.png,23.888287818438812,0.8802981376647949,0.05121510475873947,0.2392057329416275,4.606185774036605
enhanced_low00704.png,normal00704.png,24.155262598082132,0.8812355399131775,0.049813833087682724,0.24019001424312592,4.514628463865547
enhanced_low00705.png,normal00705.png,25.046047214642392,0.8419596552848816,0.04374076426029205,0.3089005947113037,7.223788548458044
enhanced_low00706.png,normal00706.png,22.246540181096055,0.8390712141990662,0.06339412927627563,0.3427243232727051,7.3203717312748235
enhanced_low00707.png,normal00707.png,25.182719202429077,0.8421922326087952,0.043125614523887634,0.302193284034729,7.372915969425667
enhanced_low00708.png,normal00708.png,22.05782786626507,0.8448496460914612,0.06618838012218475,0.26487305760383606,7.001689771936315
enhanced_low00709.png,normal00709.png,22.221450768102493,0.8480255007743835,0.06468436866998672,0.255740761756897,6.683482321179486
enhanced_low00710.png,normal00710.png,27.05057135142408,0.9381618499755859,0.03579951077699661,0.1642175316810608,6.872261344411427
enhanced_low00711.png,normal00711.png,26.937191105534314,0.9383435845375061,0.036466922610998154,0.1613086611032486,6.875276210830138
enhanced_low00712.png,normal00712.png,25.634956529783643,0.9357304573059082,0.04126429185271263,0.11433254182338715,7.07436588038921
enhanced_low00713.png,normal00713.png,25.75378723166342,0.9350638389587402,0.0405418761074543,0.11586220562458038,6.845806913219863
enhanced_low00714.png,normal00714.png,20.01027075859956,0.8319315314292908,0.08328258246183395,0.2134820818901062,3.150850960688781
enhanced_low00715.png,normal00715.png,19.89168206765226,0.8277713656425476,0.08577229082584381,0.2288760542869568,3.1747113884956715
enhanced_low00716.png,normal00716.png,21.146194601903968,0.912024199962616,0.07501158118247986,0.16323332488536835,4.7663729835821576
enhanced_low00717.png,normal00717.png,21.91673474471316,0.8836619853973389,0.06967268139123917,0.2588801980018616,6.246909080935668
enhanced_low00718.png,normal00718.png,18.973170542863947,0.819510281085968,0.09709714353084564,0.26977676153182983,4.3177764682594635
enhanced_low00719.png,normal00719.png,18.917253627792018,0.8213396668434143,0.09792985022068024,0.2682233452796936,4.294383203935736
enhanced_low00720.png,normal00720.png,15.331766875938559,0.8229393362998962,0.15882651507854462,0.21195009350776672,3.9892087272995953
enhanced_low00721.png,normal00721.png,14.483979711493195,0.8064492344856262,0.1768885999917984,0.2431749403476715,3.841887245247615
enhanced_low00722.png,normal00722.png,14.23297979910511,0.7785550951957703,0.18137985467910767,0.23350495100021362,3.491826208609664
enhanced_low00723.png,normal00723.png,14.07651031361529,0.7702599167823792,0.18688499927520752,0.24626104533672333,3.395543094586412
enhanced_low00724.png,normal00724.png,12.521128433284117,0.6481803059577942,0.22309993207454681,0.4549950361251831,3.201811320114166
