image,GT,PSNR,SSIM,MAE,LPIPS,NIQE
low00690.png,normal00690.png,19.083106138795326,0.8502235412597656,0.10320476442575455,0.18389856815338135,6.34356494378577
low00691.png,normal00691.png,25.926232691081776,0.8576865196228027,0.04172450304031372,0.1758696734905243,6.271038437841903
low00692.png,normal00692.png,19.816154052446446,0.8570013046264648,0.09554539620876312,0.10366062074899673,5.243839572288438
low00693.png,normal00693.png,19.11178958086338,0.8479347229003906,0.10360909253358841,0.10563451796770096,5.3489706578652765
low00694.png,normal00694.png,24.83118984900962,0.9107775688171387,0.05031606927514076,0.07576116919517517,5.959650381496402
low00695.png,normal00695.png,23.426415642525434,0.9016442894935608,0.0622696615755558,0.08009611815214157,6.434590098427304
low00696.png,normal00696.png,24.295878765006947,0.8830977082252502,0.0498577356338501,0.22299599647521973,4.681502432398316
low00697.png,normal00697.png,25.33147160910202,0.8846117854118347,0.0425611212849617,0.2183408886194229,4.730065454195285
low00698.png,normal00698.png,29.82564973889791,0.9221375584602356,0.025031402707099915,0.08981520682573318,4.609439803187394
low00699.png,normal00699.png,28.938983773977395,0.9018885493278503,0.023378079757094383,0.09517914056777954,4.62283982976644
low00700.png,normal00700.png,25.560391679786463,0.8441770672798157,0.02900114469230175,0.07386893779039383,4.6743763392711175
low00701.png,normal00701.png,25.870839653008506,0.8536078333854675,0.02808886393904686,0.07062571495771408,4.676498184706131
low00702.png,normal00702.png,16.270296183903675,0.844413697719574,0.14713861048221588,0.2160838097333908,5.12359802620731
low00703.png,normal00703.png,23.133431008881452,0.8941934704780579,0.060166098177433014,0.18650156259536743,4.794401312895183
low00704.png,normal00704.png,15.086684389762915,0.820381224155426,0.16944625973701477,0.22459055483341217,5.129793656629449
low00705.png,normal00705.png,19.35801947715946,0.8553786277770996,0.10432901233434677,0.1841925084590912,5.6940991229607505
low00706.png,normal00706.png,29.529636386817163,0.8843131065368652,0.024552587419748306,0.17037689685821533,5.530630604363289
low00707.png,normal00707.png,29.8328601218358,0.885089635848999,0.023255549371242523,0.16361811757087708,5.674657723495391
low00708.png,normal00708.png,20.673684545143836,0.8616005778312683,0.08603978902101517,0.16740354895591736,5.5094525829868175
low00709.png,normal00709.png,21.650071485305205,0.8701892495155334,0.07644107192754745,0.15966425836086273,5.825716641960839
low00710.png,normal00710.png,29.707718193678726,0.9546799063682556,0.024670304730534554,0.06816229969263077,4.797453926551258
low00711.png,normal00711.png,31.462506510805564,0.9569127559661865,0.02044483833014965,0.06684184819459915,4.735005773976869
low00712.png,normal00712.png,15.02428508877607,0.8890969753265381,0.17398793995380402,0.10145561397075653,7.162093607149359
low00713.png,normal00713.png,16.39997014401081,0.9101737141609192,0.14848262071609497,0.088028684258461,6.955920641933934
low00714.png,normal00714.png,20.086949702605473,0.8794367909431458,0.09000925719738007,0.09720102697610855,3.9607046417562493
low00715.png,normal00715.png,18.422231693665957,0.8682133555412292,0.11115171760320663,0.10151059925556183,4.082969020840302
low00716.png,normal00716.png,28.68955442832975,0.9382033348083496,0.030000004917383194,0.11009439080953598,4.665048773220247
low00717.png,normal00717.png,24.33515597965868,0.9039432406425476,0.05237138643860817,0.16696445643901825,5.231387523257661
low00718.png,normal00718.png,20.651829539453065,0.856203556060791,0.07304689288139343,0.2012689709663391,4.219472396121888
low00719.png,normal00719.png,21.009694880821492,0.8609206676483154,0.0693674236536026,0.20022982358932495,4.300539838900154
low00720.png,normal00720.png,20.337892968084294,0.8918477892875671,0.07908814400434494,0.1027975082397461,4.012722618356135
low00721.png,normal00721.png,19.86271213120944,0.8871814608573914,0.08454277366399765,0.10046850144863129,3.998242129737985
low00722.png,normal00722.png,14.419880395865206,0.7776708602905273,0.17846104502677917,0.13578009605407715,4.069829171411257
low00723.png,normal00723.png,14.026969334681269,0.7646457552909851,0.1874419003725052,0.1429145485162735,3.964715557008602
low00724.png,normal00724.png,17.457406199708096,0.7521466612815857,0.11534177511930466,0.3412444591522217,4.093595115962827
low00725.png,normal00725.png,17.458579917124588,0.7713287472724915,0.11649671941995621,0.33166033029556274,3.9232909260166147
low00726.png,normal00726.png,21.651685645929604,0.8074486255645752,0.06455612182617188,0.3696039319038391,4.958375985553781
low00727.png,normal00727.png,21.596055602130054,0.8066387176513672,0.0649457648396492,0.37271758913993835,5.0184876869154085
low00728.png,normal00728.png,21.24595335848668,0.7760425209999084,0.06750068068504333,0.38457831740379333,4.959700266003487
