image,relative_path,width,height,MUSIQ,LIQE,Q-Align
low00690.png,low00690.png,600.0,400.0,72.51488494873047,2.626598358154297,3.61328125
low00691.png,low00691.png,600.0,400.0,73.45171356201172,2.6071243286132812,3.705078125
low00692.png,low00692.png,600.0,400.0,75.60795593261719,3.45615291595459,3.986328125
low00693.png,low00693.png,600.0,400.0,75.68263244628906,3.3273837566375732,3.9921875
low00694.png,low00694.png,600.0,400.0,70.77528381347656,3.676729679107666,4.0078125
low00695.png,low00695.png,600.0,400.0,72.72643280029297,3.6413655281066895,4.01171875
low00696.png,low00696.png,600.0,400.0,71.47393035888672,3.4525742530822754,3.951171875
low00697.png,low00697.png,600.0,400.0,71.82099151611328,3.556595802307129,3.986328125
low00698.png,low00698.png,600.0,400.0,68.47783660888672,2.9281487464904785,3.60546875
low00699.png,low00699.png,600.0,400.0,69.53328704833984,3.0107836723327637,3.556640625
low00700.png,low00700.png,600.0,400.0,68.86929321289062,3.4129161834716797,3.890625
low00701.png,low00701.png,600.0,400.0,68.29448699951172,3.533611297607422,3.91796875
low00702.png,low00702.png,600.0,400.0,69.77274322509766,3.560581922531128,3.689453125
low00703.png,low00703.png,600.0,400.0,69.79698944091797,4.164352893829346,3.888671875
low00704.png,low00704.png,600.0,400.0,69.50605010986328,3.3766589164733887,3.49609375
low00705.png,low00705.png,600.0,400.0,72.0390625,2.6922616958618164,3.916015625
low00706.png,low00706.png,600.0,400.0,71.77095794677734,2.6374783515930176,4.0234375
low00707.png,low00707.png,600.0,400.0,72.54728698730469,2.76289439201355,4.06640625
low00708.png,low00708.png,600.0,400.0,69.95059967041016,2.0241236686706543,4.08984375
low00709.png,low00709.png,600.0,400.0,71.9110336303711,1.8185547590255737,4.1171875
low00710.png,low00710.png,600.0,400.0,64.22486114501953,3.2143077850341797,3.900390625
low00711.png,low00711.png,600.0,400.0,65.94393157958984,3.0055086612701416,3.98828125
low00712.png,low00712.png,600.0,400.0,76.65115356445312,2.531987190246582,4.09375
low00713.png,low00713.png,600.0,400.0,76.66866302490234,2.563305139541626,4.125
low00714.png,low00714.png,600.0,400.0,73.05169677734375,2.923828125,4.09375
low00715.png,low00715.png,600.0,400.0,73.01227569580078,2.909309148788452,4.02734375
low00716.png,low00716.png,600.0,400.0,70.26046752929688,3.0183656215667725,4.05078125
low00717.png,low00717.png,600.0,400.0,64.73682403564453,3.124199867248535,3.8671875
low00718.png,low00718.png,600.0,400.0,66.57476043701172,2.7973010540008545,4.0625
low00719.png,low00719.png,600.0,400.0,66.2271499633789,2.7859575748443604,4.0625
low00720.png,low00720.png,600.0,400.0,73.91556549072266,3.41812801361084,3.986328125
low00721.png,low00721.png,600.0,400.0,73.71405792236328,3.527939796447754,4.0625
low00722.png,low00722.png,600.0,400.0,69.91926574707031,3.8249623775482178,4.296875
low00723.png,low00723.png,600.0,400.0,69.51815795898438,3.750143051147461,4.28515625
low00724.png,low00724.png,600.0,400.0,57.17445373535156,3.061662197113037,3.587890625
low00725.png,low00725.png,600.0,400.0,57.053382873535156,3.01112699508667,3.583984375
low00726.png,low00726.png,600.0,400.0,65.00984191894531,3.431316614151001,3.90234375
low00727.png,low00727.png,600.0,400.0,64.9886703491211,3.498256206512451,3.931640625
low00728.png,low00728.png,600.0,400.0,64.4662094116211,3.4008917808532715,3.916015625
low00729.png,low00729.png,600.0,400.0,71.30075073242188,2.5271551609039307,3.978515625
low00730.png,low00730.png,600.0,400.0,71.03852081298828,2.5640034675598145,3.966796875
low00731.png,low00731.png,600.0,400.0,76.5660629272461,3.705204963684082,3.9765625
low00732.png,low00732.png,600.0,400.0,76.96466827392578,3.7450969219207764,4.02734375
low00733.png,low00733.png,600.0,400.0,77.31061553955078,3.598487377166748,4.5703125
low00734.png,low00734.png,600.0,400.0,77.62711334228516,3.590548515319824,4.59375
low00735.png,low00735.png,600.0,400.0,72.49158477783203,3.690920352935791,4.21484375
low00736.png,low00736.png,600.0,400.0,72.04695129394531,3.6364707946777344,4.21875
low00737.png,low00737.png,600.0,400.0,69.41634368896484,2.5261685848236084,4.03515625
low00738.png,low00738.png,600.0,400.0,69.10369873046875,2.5401573181152344,4.046875
low00739.png,low00739.png,600.0,400.0,66.75724029541016,2.8283610343933105,3.580078125
low00740.png,low00740.png,600.0,400.0,67.2258529663086,2.9280927181243896,3.390625
low00741.png,low00741.png,600.0,400.0,71.9371109008789,2.639023542404175,3.94921875
low00742.png,low00742.png,600.0,400.0,70.55267333984375,2.695382833480835,3.79296875
low00743.png,low00743.png,600.0,400.0,68.00162506103516,2.833458423614502,3.880859375
low00744.png,low00744.png,600.0,400.0,64.31849670410156,2.705613136291504,3.9140625
low00745.png,low00745.png,600.0,400.0,64.30562591552734,2.7789177894592285,3.12109375
low00746.png,low00746.png,600.0,400.0,63.93999481201172,2.739212989807129,3.171875
low00747.png,low00747.png,600.0,400.0,68.1379623413086,2.8133773803710938,3.958984375
low00748.png,low00748.png,600.0,400.0,68.89949798583984,2.9755733013153076,3.9140625
low00749.png,low00749.png,600.0,400.0,70.9275131225586,2.5472092628479004,3.89453125
low00750.png,low00750.png,600.0,400.0,70.78921508789062,2.727637767791748,3.916015625
low00751.png,low00751.png,600.0,400.0,69.48906707763672,2.160470962524414,3.66015625
low00752.png,low00752.png,600.0,400.0,68.45539093017578,1.992859959602356,3.681640625
low00753.png,low00753.png,600.0,400.0,65.45081329345703,1.7965595722198486,3.388671875
low00754.png,low00754.png,600.0,400.0,65.61705780029297,1.7896764278411865,3.5546875
low00755.png,low00755.png,600.0,400.0,64.74919891357422,1.5716158151626587,3.259765625
low00756.png,low00756.png,600.0,400.0,64.23932647705078,1.582854151725769,3.220703125
low00757.png,low00757.png,600.0,400.0,59.244205474853516,2.2900092601776123,3.31640625
low00758.png,low00758.png,600.0,400.0,62.22232437133789,2.060504913330078,3.3203125
low00759.png,low00759.png,600.0,400.0,69.15374755859375,2.290492296218872,3.736328125
low00760.png,low00760.png,600.0,400.0,70.4901351928711,2.3111207485198975,3.806640625
low00761.png,low00761.png,600.0,400.0,70.10438537597656,3.5069222450256348,3.984375
low00762.png,low00762.png,600.0,400.0,70.0075912475586,3.5678296089172363,3.978515625
low00763.png,low00763.png,600.0,400.0,63.337039947509766,2.402211904525757,3.521484375
low00764.png,low00764.png,600.0,400.0,62.98486328125,2.3388381004333496,3.466796875
low00765.png,low00765.png,600.0,400.0,66.46886444091797,2.5657002925872803,3.8515625
low00766.png,low00766.png,600.0,400.0,67.3943099975586,2.6162781715393066,3.8125
low00767.png,low00767.png,600.0,400.0,67.70455169677734,4.172085285186768,3.958984375
low00768.png,low00768.png,600.0,400.0,69.15497589111328,4.134684085845947,3.974609375
low00769.png,low00769.png,600.0,400.0,63.24760437011719,2.5953497886657715,3.43359375
low00770.png,low00770.png,600.0,400.0,63.09010696411133,2.5969088077545166,3.38671875
low00771.png,low00771.png,600.0,400.0,67.16870880126953,4.702662467956543,3.845703125
low00772.png,low00772.png,600.0,400.0,66.79039001464844,4.605398654937744,3.80859375
low00773.png,low00773.png,600.0,400.0,63.67544937133789,2.1853561401367188,3.25
low00774.png,low00774.png,600.0,400.0,64.91385650634766,2.2973897457122803,3.193359375
low00775.png,low00775.png,600.0,400.0,72.84030151367188,3.0949742794036865,3.923828125
low00776.png,low00776.png,600.0,400.0,73.05399322509766,3.1387813091278076,3.958984375
low00777.png,low00777.png,600.0,400.0,73.71791076660156,3.26059889793396,3.931640625
low00778.png,low00778.png,600.0,400.0,72.28502655029297,2.938279151916504,3.880859375
low00779.png,low00779.png,600.0,400.0,67.34227752685547,2.4836440086364746,3.720703125
low00780.png,low00780.png,600.0,400.0,67.42588806152344,2.4060542583465576,3.689453125
low00781.png,low00781.png,600.0,400.0,70.38689422607422,3.415004253387451,4.0546875
low00782.png,low00782.png,600.0,400.0,71.3179702758789,3.463561534881592,4.0390625
low00783.png,low00783.png,600.0,400.0,71.52794647216797,3.54327654838562,4.08203125
